codpanelista2,wave,sex,age,education,hhincome,livingpartner,lrself,voteintentionspain,polintr,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,authoa,authob,authoc,authod,populisma,populismb,populismc,populismd,populisme,populismf,immigeco,immicult,femstrike,femdemonstrate,feminfo,femtalk,constpref,vote2016
148,2019,1,49,9,8,1,8,15,2,3,3,4,4,4,3,3,4,4,2,2,1,2,3,4,3,4,4,3,5,5,1,1,2,2,2,NA
148,2020,1,50,9,8,1,3,3,2,4,2,7,3,2,6,5,4,3,2,2,2,2,4,3,2,2,3,4,8,8,2,1,2,2,1,NA
150,2017,2,33,4,8,NA,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,3,2,NA,NA,NA,NA,3,2
150,2018,2,34,4,8,1,5,54,3,4,4,4,4,4,4,4,4,4,2,2,1,2,4,4,4,4,4,4,5,5,2,2,2,1,3,54
150,2020,2,36,4,5,1,5,2,4,4,4,4,4,4,4,4,4,4,2,2,1,2,5,4,3,4,2,6,3,3,2,2,2,2,3,NA
151,2017,1,34,3,1,NA,5,5,2,4,4,4,4,4,4,4,4,4,1,1,2,1,4,4,4,4,4,4,5,5,NA,NA,NA,NA,3,5
151,2018,1,35,3,2,0,5,5,3,3,3,4,3,4,3,4,4,4,1,2,2,1,6,5,5,4,5,7,5,5,2,2,2,2,4,3
151,2019,1,36,3,4,0,3,1,2,3,4,4,2,3,3,1,4,3,2,1,2,1,4,4,4,4,4,4,5,5,2,2,2,1,3,NA
151,2020,1,37,3,3,0,2,1,3,4,4,4,4,5,3,4,4,4,2,2,2,1,3,4,4,3,4,6,2,2,2,2,2,2,2,NA
154,2017,2,39,10,7,NA,4,4,2,3,6,2,2,2,6,6,4,1,2,2,2,1,5,3,4,4,4,6,5,8,NA,NA,NA,NA,3,4
154,2018,2,40,10,7,1,4,4,2,2,6,2,3,2,6,6,4,2,2,2,2,1,6,3,6,4,4,6,5,5,2,2,1,1,3,4
154,2019,2,41,10,8,1,4,1,2,3,5,1,2,2,5,6,4,2,2,2,2,1,6,4,3,4,4,5,5,7,2,2,1,1,3,NA
155,2017,1,39,3,99,NA,5,54,3,3,5,3,1,4,4,4,4,3,2,1,2,2,7,1,4,6,7,7,5,5,NA,NA,NA,NA,3,56
155,2018,1,40,4,99,1,5,54,4,1,7,4,1,1,7,5,5,1,2,2,2,1,7,7,4,5,7,7,5,5,2,2,2,1,3,56
156,2017,1,44,9,9,NA,5,4,3,5,4,3,5,5,2,2,4,4,2,1,2,2,5,4,5,4,4,6,8,6,NA,NA,NA,NA,4,3
156,2019,1,46,5,9,1,5,4,2,3,5,2,5,5,5,5,4,4,2,1,2,2,7,4,5,6,4,5,7,7,2,2,1,1,3,NA
158,2017,2,22,2,1,NA,5,51,3,4,4,3,4,1,4,4,7,5,1,1,2,1,7,7,7,7,7,7,0,0,NA,NA,NA,NA,1,51
160,2017,1,48,3,6,NA,3,15,3,1,7,2,2,2,7,7,1,1,2,2,2,2,7,1,7,7,7,7,10,1,NA,NA,NA,NA,5,5
160,2018,1,49,3,5,1,2,5,3,1,7,4,1,3,7,7,1,1,2,2,2,1,7,5,7,7,7,7,2,7,2,2,2,2,5,5
160,2019,1,50,3,6,1,3,5,3,1,7,3,2,3,5,7,1,3,2,1,2,1,7,5,6,7,7,7,5,0,2,2,2,2,5,NA
160,2020,1,51,3,6,1,3,15,3,1,7,3,3,1,7,7,2,1,2,1,2,1,7,6,7,7,7,7,7,5,2,2,2,2,5,NA
162,2017,1,32,9,3,NA,2,54,2,1,6,2,1,1,5,6,1,1,2,2,2,1,7,4,6,4,6,7,7,6,NA,NA,NA,NA,4,3
162,2018,1,33,9,3,1,3,3,2,1,7,1,2,2,7,7,1,1,2,2,2,1,6,6,6,6,7,7,6,5,2,1,1,1,2,5
162,2020,1,35,9,6,1,3,1,1,1,3,2,2,2,5,2,2,1,2,1,1,1,5,5,5,4,6,5,7,3,2,2,1,1,2,NA
163,2017,1,40,3,2,NA,4,1,2,1,7,1,1,7,7,5,4,1,2,2,1,2,7,4,7,7,7,7,0,5,NA,NA,NA,NA,1,1
163,2018,1,41,3,2,0,5,1,3,1,7,1,1,7,7,7,6,1,2,2,1,1,7,6,1,4,7,7,0,4,1,1,1,1,1,1
163,2019,1,42,3,2,0,3,1,3,6,1,3,1,4,1,5,2,7,1,2,1,2,4,4,2,4,3,2,5,5,2,2,2,2,3,NA
163,2020,1,43,3,2,0,4,1,2,1,7,1,1,1,7,7,3,1,2,2,1,1,7,7,6,6,7,7,1,1,2,1,1,1,1,NA
164,2017,2,42,3,7,NA,0,1,3,3,5,4,2,3,4,4,4,3,2,2,2,2,5,4,5,5,7,7,5,10,NA,NA,NA,NA,4,1
164,2018,2,43,3,8,1,0,1,3,1,7,3,1,1,5,6,4,3,2,2,2,2,6,5,5,4,4,6,8,5,1,2,1,1,3,1
164,2019,2,44,3,8,1,3,1,3,1,7,4,1,1,7,7,2,1,2,2,1,2,4,4,3,4,5,7,5,10,2,1,1,1,1,NA
164,2020,2,45,3,4,1,4,1,4,3,2,1,2,2,5,4,4,6,2,2,1,2,6,4,6,6,6,7,7,10,2,2,2,1,4,NA
168,2017,1,50,4,7,NA,4,4,4,3,4,3,3,3,4,5,5,5,2,2,2,1,5,3,7,7,2,7,8,2,NA,NA,NA,NA,2,NA
168,2018,1,51,4,7,0,6,4,4,5,3,5,5,5,3,3,6,5,2,2,2,1,7,2,7,7,3,7,8,2,2,2,2,2,1,NA
168,2019,1,52,4,8,0,6,4,4,5,4,1,5,6,3,3,5,3,1,2,2,1,7,4,6,3,1,7,7,3,2,2,2,2,2,NA
169,2017,2,48,3,2,NA,5,54,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,NA,NA,NA,NA,5,54
169,2018,2,49,4,3,1,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,1,54
169,2019,2,50,4,2,1,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,2,NA
169,2020,2,51,4,4,1,5,55,2,4,4,4,4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,4,5,5,2,2,2,2,1,NA
170,2017,1,35,8,10,NA,8,2,2,7,1,3,1,7,1,1,5,7,2,2,2,1,5,5,4,5,5,5,4,10,NA,NA,NA,NA,1,2
170,2018,1,36,8,9,1,8,2,2,1,2,4,4,4,1,6,4,2,1,2,2,2,5,3,5,4,3,5,6,7,2,2,2,2,1,2
170,2019,1,37,8,5,1,8,2,2,5,5,3,6,7,3,3,4,5,2,2,2,2,4,3,4,5,4,5,3,10,2,2,2,2,1,NA
170,2020,1,38,8,6,1,9,23,2,7,1,5,1,6,1,5,7,7,2,2,2,2,4,6,5,7,5,5,6,10,2,2,2,2,1,NA
171,2017,1,40,3,99,NA,3,1,3,2,6,2,2,2,5,5,5,3,2,2,2,1,7,3,3,5,7,7,5,8,NA,NA,NA,NA,2,1
171,2018,1,41,3,99,1,2,1,3,3,6,4,2,1,6,7,6,1,1,2,2,1,2,4,2,4,4,6,2,8,2,2,2,2,1,1
171,2019,1,42,4,99,1,3,54,3,4,5,4,3,3,2,6,5,2,2,2,2,1,6,4,5,4,4,6,5,8,2,2,2,2,1,NA
171,2020,1,43,4,1,1,2,55,3,1,5,5,3,3,3,5,5,3,2,2,2,1,5,4,3,4,5,5,5,7,2,2,2,2,1,NA
172,2017,1,45,11,9,NA,3,54,1,3,3,1,3,2,5,5,2,2,2,1,2,1,7,5,6,5,7,7,9,6,NA,NA,NA,NA,5,5
172,2018,1,46,11,9,0,3,54,1,3,5,1,3,3,6,6,3,1,1,1,2,1,7,5,7,6,7,7,8,5,2,2,1,1,5,3
172,2019,1,47,11,9,0,4,54,2,1,6,1,1,2,7,7,1,1,2,1,2,1,6,4,7,5,7,4,7,5,2,2,1,1,5,NA
172,2020,1,48,11,9,0,4,3,2,2,6,1,2,3,5,5,2,1,1,1,2,1,5,2,4,5,5,5,7,5,2,2,1,1,5,NA
174,2017,2,50,3,99,NA,2,53,4,1,6,1,1,1,7,6,4,1,1,1,2,1,6,5,7,5,7,7,8,7,NA,NA,NA,NA,1,NA
174,2018,2,51,3,99,0,2,54,4,1,7,7,1,1,5,7,2,2,1,2,2,1,4,4,4,5,5,5,10,7,2,2,2,2,1,NA
174,2019,2,52,3,99,0,4,54,4,1,7,7,1,1,7,7,1,1,1,1,2,1,4,4,4,4,4,4,10,7,2,2,2,2,1,NA
174,2020,2,53,3,99,0,3,55,4,2,6,3,2,3,5,5,6,2,1,1,2,2,4,4,6,4,4,4,10,2,2,2,2,2,1,NA
175,2017,1,32,8,99,NA,6,4,2,2,7,2,1,1,6,7,2,2,2,2,2,2,7,6,4,5,7,6,10,9,NA,NA,NA,NA,2,NA
175,2018,1,33,8,99,1,6,4,2,1,6,1,1,1,6,6,1,1,2,2,2,1,4,4,4,6,6,6,10,3,2,2,2,2,3,NA
175,2019,1,34,8,99,1,5,54,2,1,7,1,1,1,7,3,2,1,2,2,2,2,6,5,6,5,6,5,8,9,2,2,2,1,4,NA
177,2020,2,47,11,10,0,3,55,3,2,6,2,2,1,3,5,2,2,1,1,2,1,7,3,4,4,7,7,3,7,2,2,2,2,5,NA
180,2017,2,43,9,99,NA,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,2,2,NA,NA,NA,NA,4,56
180,2018,2,44,9,99,1,5,54,3,3,6,4,2,4,7,6,5,3,2,2,2,1,4,4,4,4,4,7,4,9,2,2,2,1,4,NA
180,2019,2,45,9,99,1,5,54,3,2,5,4,3,4,6,6,4,3,1,2,2,1,6,4,4,7,6,7,4,8,2,2,2,2,3,NA
180,2020,2,46,9,9,1,5,55,4,4,4,4,4,4,4,4,4,3,2,2,2,1,4,4,5,6,5,7,5,5,2,2,2,2,3,NA
181,2017,2,36,8,99,NA,5,2,3,4,4,5,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,7,4,4,NA,NA,NA,NA,3,2
181,2018,2,37,8,99,0,6,4,3,1,7,2,1,1,6,7,1,1,2,2,2,1,6,4,2,6,6,7,2,5,2,2,2,2,3,2
181,2019,2,38,8,99,0,7,2,3,1,7,1,1,1,7,7,3,2,2,2,2,1,6,6,6,6,6,7,2,7,2,2,2,2,3,NA
181,2020,2,39,8,3,0,7,2,3,2,7,2,2,1,4,6,2,2,1,2,2,1,4,4,6,5,4,6,2,2,2,2,2,2,3,NA
186,2017,2,31,4,8,NA,5,53,3,2,7,3,1,2,6,7,3,1,1,1,2,1,6,5,6,6,6,7,5,4,NA,NA,NA,NA,1,NA
186,2018,2,32,4,9,1,5,54,3,2,6,1,2,2,7,7,3,1,2,2,1,2,7,4,6,6,6,6,5,6,2,2,2,1,3,51
186,2019,2,33,4,3,1,5,54,3,2,6,2,2,3,6,6,6,2,2,2,2,2,6,5,6,6,6,6,5,6,2,2,2,1,3,NA
186,2020,2,34,4,9,1,4,1,3,3,6,2,5,3,6,6,4,2,2,2,2,2,6,4,6,5,5,7,5,6,2,2,2,2,3,NA
188,2017,2,29,4,99,NA,5,54,4,3,5,4,3,3,5,5,4,3,1,2,2,1,4,4,6,4,6,7,2,9,NA,NA,NA,NA,2,56
188,2018,2,30,4,99,1,5,54,4,3,5,3,2,3,5,5,4,3,1,2,2,2,5,4,4,4,5,5,4,8,2,2,2,2,2,56
188,2019,2,31,4,99,1,5,54,3,2,5,5,4,4,5,5,5,3,1,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,1,NA
188,2020,2,32,4,5,1,5,55,4,1,7,4,1,1,4,6,5,1,1,2,2,1,4,1,4,4,7,7,4,4,2,2,2,2,3,NA
190,2018,2,47,3,4,1,7,4,4,4,6,5,5,4,5,6,4,4,2,2,2,1,6,7,1,7,6,7,2,2,2,2,1,1,1,4
190,2019,2,48,3,7,1,5,54,3,5,6,4,4,6,5,5,5,5,2,2,2,1,7,4,6,7,6,7,5,8,2,2,2,1,4,NA
190,2020,2,49,4,4,1,5,52,3,5,3,5,5,5,5,5,5,4,2,2,2,1,6,5,7,6,6,7,4,8,2,2,2,2,4,NA
191,2017,2,33,7,99,NA,5,54,3,2,4,4,2,3,5,5,5,3,2,2,2,2,5,4,3,4,5,5,5,5,NA,NA,NA,NA,4,56
191,2018,2,34,7,5,1,5,54,3,2,5,2,1,2,4,5,4,2,2,2,2,2,4,3,3,5,5,6,5,5,2,2,2,2,2,1
191,2019,2,35,7,4,1,5,54,3,2,2,4,2,2,4,4,4,4,2,2,2,1,5,4,4,3,4,5,6,5,2,2,2,2,3,NA
191,2020,2,36,7,3,1,5,55,3,2,5,4,2,3,5,4,4,4,2,2,2,2,5,4,1,4,4,6,5,5,2,2,2,2,3,NA
192,2017,1,47,3,1,NA,5,3,3,3,6,4,2,3,5,5,4,3,2,2,1,1,7,4,5,1,4,7,0,2,NA,NA,NA,NA,1,3
192,2018,1,48,3,99,0,5,18,3,2,6,4,3,2,7,7,4,2,2,2,1,2,7,6,4,4,7,5,2,8,2,2,2,2,1,3
192,2019,1,49,3,4,1,5,3,3,3,6,6,3,2,5,4,6,3,2,2,1,2,7,5,3,4,5,6,2,8,2,2,2,2,1,NA
192,2020,1,50,3,3,1,3,18,2,4,2,4,2,2,4,5,5,6,2,2,1,2,7,5,6,6,6,7,2,6,2,2,2,2,1,NA
194,2019,1,39,9,7,1,7,2,2,4,3,4,5,5,3,3,6,5,2,1,2,2,4,2,4,3,2,5,3,5,2,2,2,2,1,NA
195,2017,1,43,11,9,NA,5,4,3,3,5,3,3,3,4,3,5,2,2,2,2,1,5,4,5,5,4,7,6,7,NA,NA,NA,NA,2,4
195,2018,1,44,11,99,1,5,4,3,2,5,2,2,2,5,4,3,2,2,2,2,1,5,4,7,5,4,7,6,8,2,2,2,1,1,4
195,2019,1,45,11,99,1,5,4,2,4,5,6,3,2,5,6,2,2,2,2,2,1,5,5,6,5,5,6,6,8,2,2,2,1,1,NA
195,2020,1,45,11,9,1,5,23,3,3,5,3,3,3,3,5,5,3,2,2,2,1,5,4,7,5,4,7,7,6,2,2,2,1,1,NA
197,2017,2,33,8,4,NA,5,54,2,4,3,4,4,4,4,3,4,3,2,2,1,1,4,4,4,4,3,4,7,4,NA,NA,NA,NA,3,NA
197,2018,2,34,5,3,0,6,54,3,3,4,4,3,4,4,3,3,3,1,1,2,1,4,4,4,4,4,4,5,4,2,2,2,2,5,54
197,2019,2,35,5,4,0,5,54,2,4,4,4,4,4,4,4,4,4,1,2,2,1,4,4,4,4,4,4,5,5,1,1,2,2,5,NA
197,2020,2,36,5,4,0,5,55,1,4,4,4,4,4,4,4,4,4,1,1,2,2,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
200,2018,2,30,11,9,1,2,50,3,5,5,2,3,4,6,6,5,4,2,2,2,1,5,5,5,5,5,6,6,7,2,2,2,1,4,3
202,2017,2,28,8,99,NA,2,54,3,1,7,1,1,1,7,7,4,1,1,1,2,1,5,4,4,3,5,7,8,2,NA,NA,NA,NA,3,56
202,2018,2,29,8,3,0,2,53,3,1,7,1,1,1,7,7,3,1,1,1,2,1,3,4,5,2,4,6,7,0,1,2,1,1,3,NA
202,2019,2,30,8,3,0,1,54,2,1,7,1,1,1,7,7,1,1,1,1,2,1,3,3,4,2,4,6,8,2,1,2,1,1,3,NA
203,2017,1,42,3,8,NA,4,3,3,3,4,4,2,4,4,4,4,2,2,2,2,1,5,4,5,4,5,6,6,6,NA,NA,NA,NA,2,3
203,2018,1,43,3,7,1,4,52,3,3,5,4,3,3,4,4,4,3,2,2,2,2,4,4,5,4,5,7,6,6,2,2,2,2,2,3
203,2019,1,44,3,7,1,4,54,3,5,4,5,5,4,4,2,4,4,2,2,2,1,5,4,5,4,3,6,6,5,2,2,2,2,2,NA
203,2020,1,45,3,8,1,4,55,3,4,5,5,4,5,4,4,4,4,2,2,2,1,4,5,6,4,3,7,6,5,2,2,2,2,3,NA
204,2017,2,45,8,6,NA,2,3,1,2,6,1,2,3,5,7,2,1,1,1,2,1,5,2,5,4,6,5,8,3,NA,NA,NA,NA,4,3
204,2018,2,46,8,3,1,2,3,2,1,6,1,1,2,6,7,1,1,1,1,2,1,5,3,5,4,6,5,10,3,1,1,1,1,4,3
204,2020,2,48,8,7,1,2,3,2,1,6,2,2,3,2,2,2,1,1,1,2,1,6,3,5,4,5,6,9,6,2,1,1,1,3,NA
205,2017,2,46,7,8,NA,5,54,4,4,6,4,3,3,4,5,4,3,2,2,2,2,5,4,4,4,5,6,5,5,NA,NA,NA,NA,2,54
205,2018,2,47,7,6,1,5,4,4,2,6,3,3,3,4,5,4,3,2,1,2,1,4,4,5,3,4,7,5,6,2,2,2,2,2,54
205,2019,2,48,7,7,1,5,4,3,2,7,3,1,3,4,6,4,2,2,1,2,2,5,3,4,3,5,5,5,6,2,2,2,2,2,NA
205,2020,2,49,7,9,1,5,4,3,3,6,5,2,3,4,5,4,3,2,2,2,1,4,6,6,1,4,6,7,5,2,2,2,2,2,NA
213,2017,2,50,3,6,NA,5,3,3,4,4,4,3,5,4,4,5,4,2,2,1,2,7,6,5,4,7,6,7,8,NA,NA,NA,NA,3,56
213,2018,2,51,3,7,1,5,54,3,3,5,6,3,4,5,4,4,5,2,2,2,2,6,5,5,6,6,6,7,6,2,2,2,2,4,1
213,2019,2,52,3,99,1,5,54,3,2,6,2,2,3,4,2,3,2,2,2,1,2,5,4,5,4,4,6,8,5,2,2,2,2,4,NA
213,2020,2,53,3,6,1,5,1,3,2,5,2,2,2,3,2,6,1,2,2,1,2,6,5,5,6,5,6,8,5,2,2,2,2,3,NA
215,2017,2,37,3,99,NA,5,1,2,4,5,4,3,2,5,4,4,2,2,2,2,1,5,4,6,5,5,5,2,7,NA,NA,NA,NA,3,1
215,2018,2,38,3,99,1,4,54,2,2,6,4,2,2,7,5,4,1,2,2,2,1,7,4,6,5,7,7,2,8,2,2,2,2,3,51
216,2019,1,44,11,10,1,6,4,2,1,6,1,1,3,6,7,1,1,1,2,2,1,7,5,5,2,5,6,8,7,2,2,2,1,2,NA
216,2020,1,44,11,11,1,6,4,2,2,3,1,1,7,7,6,5,1,2,1,2,2,6,6,7,1,6,6,10,5,2,2,2,1,4,NA
217,2017,1,47,9,99,NA,4,1,4,2,7,2,1,2,7,7,5,1,2,2,1,1,7,6,3,4,4,7,10,10,NA,NA,NA,NA,3,50
217,2018,1,47,9,99,1,3,1,4,1,7,1,1,2,7,7,2,1,2,2,2,1,7,7,7,7,7,7,9,8,2,2,2,1,3,1
217,2019,1,49,9,99,1,5,1,4,3,7,2,4,4,7,7,4,1,2,2,2,2,6,7,6,7,2,6,9,8,2,1,2,1,3,NA
217,2020,1,49,9,8,1,4,1,4,2,7,2,2,2,6,7,3,1,2,2,2,1,7,1,6,6,2,7,9,3,2,2,2,2,3,NA
218,2017,1,28,5,99,NA,7,1,2,3,2,5,2,3,2,3,7,2,1,1,2,1,6,1,3,3,5,7,8,3,NA,NA,NA,NA,1,4
218,2018,1,29,5,99,1,7,4,3,1,5,4,2,3,2,3,5,3,1,1,2,1,3,4,4,2,2,7,1,9,2,2,2,2,1,4
218,2019,1,30,5,99,0,7,4,2,7,1,6,5,1,5,5,5,6,2,1,2,1,6,2,2,3,2,6,1,7,2,2,2,2,2,NA
218,2020,1,31,5,4,0,7,55,2,6,2,3,5,4,1,3,7,6,1,1,2,1,3,3,7,1,1,6,2,10,2,2,2,2,2,NA
221,2017,2,25,4,99,NA,5,54,4,4,4,4,4,4,4,4,4,4,1,2,2,1,4,4,4,4,4,4,5,5,NA,NA,NA,NA,3,56
222,2017,2,44,10,99,NA,7,2,2,4,7,4,4,2,6,7,6,1,2,2,2,1,5,5,3,7,4,7,2,9,NA,NA,NA,NA,3,2
222,2018,2,45,9,99,0,7,2,2,2,7,2,2,2,5,5,4,2,2,2,2,1,5,6,5,4,4,7,0,4,2,2,2,2,3,2
222,2020,2,47,9,8,0,7,2,3,3,6,4,4,3,5,4,4,5,2,2,2,2,4,5,5,4,4,7,1,5,2,2,2,2,3,NA
224,2017,2,34,10,10,NA,6,4,3,1,6,1,1,2,5,6,4,1,2,1,2,1,6,2,3,1,5,1,0,10,NA,NA,NA,NA,2,4
224,2018,2,35,10,11,1,5,4,2,3,5,3,3,5,5,5,5,3,1,1,2,1,6,2,2,1,5,2,8,5,2,2,2,1,3,4
224,2019,2,36,10,12,1,5,4,2,1,6,4,2,1,4,7,4,1,1,1,2,2,5,1,4,3,5,4,6,9,2,2,2,1,3,NA
224,2020,2,37,10,12,1,5,4,3,3,6,3,3,3,5,2,3,1,1,1,2,1,5,3,4,5,4,5,7,7,2,2,2,1,2,NA
226,2017,2,43,8,99,NA,5,2,4,3,7,1,3,3,7,7,7,1,2,2,2,1,7,7,7,7,7,7,0,10,NA,NA,NA,NA,4,2
226,2018,2,44,10,99,1,7,4,4,1,7,5,1,1,7,7,7,2,2,2,2,1,7,7,7,7,7,7,10,10,2,2,2,2,4,56
226,2019,2,45,9,99,1,5,4,4,2,1,7,1,1,7,6,7,7,2,2,1,1,7,7,7,7,7,7,0,0,2,2,2,2,4,NA
227,2019,2,50,10,8,0,5,50,3,5,5,5,2,3,5,5,3,2,2,2,2,1,5,5,5,5,5,6,7,7,2,2,2,2,3,NA
230,2017,2,27,7,5,NA,4,3,2,1,5,1,1,1,5,7,2,2,1,1,2,1,5,3,6,4,5,5,5,4,NA,NA,NA,NA,4,3
230,2018,2,28,6,6,0,5,3,2,6,7,6,6,6,6,7,6,6,1,2,2,1,5,6,5,2,6,6,7,8,2,1,2,1,2,3
230,2019,2,29,7,3,0,3,3,2,1,7,1,1,1,7,7,7,1,2,2,2,1,5,3,4,4,4,6,6,3,1,1,2,2,3,NA
231,2017,2,39,11,99,NA,3,1,2,3,6,1,5,3,5,6,4,3,2,2,2,2,7,5,6,5,7,7,10,3,NA,NA,NA,NA,3,5
231,2018,2,40,11,99,1,2,54,2,1,7,1,1,2,6,7,2,1,2,2,2,2,7,5,7,4,7,7,9,1,2,2,2,2,3,5
231,2019,2,41,11,99,1,4,1,2,1,5,1,1,3,6,7,1,1,2,2,2,2,6,5,5,4,4,6,8,2,2,2,2,1,3,NA
231,2020,2,42,11,8,1,4,1,2,3,5,2,3,4,5,5,3,3,2,1,2,2,7,5,6,4,5,6,8,5,2,2,2,1,3,NA
233,2017,1,28,5,3,NA,5,54,4,4,4,4,4,3,4,4,3,4,2,1,2,2,4,4,4,4,3,4,5,5,NA,NA,NA,NA,3,NA
233,2019,1,30,5,99,0,5,50,3,3,3,5,3,5,6,4,5,5,2,1,2,1,7,4,7,7,7,7,6,7,2,2,2,1,2,NA
234,2017,2,42,11,8,NA,3,5,2,7,7,7,1,1,7,7,4,1,2,1,2,1,4,5,3,7,6,7,8,5,NA,NA,NA,NA,1,3
234,2018,2,42,11,8,0,3,5,1,2,6,2,1,2,6,6,2,1,2,1,2,2,4,6,4,6,5,6,8,5,1,2,1,1,3,5
234,2019,2,44,10,8,0,2,1,1,1,7,1,1,1,7,7,2,1,1,1,2,2,5,3,2,2,6,6,9,5,2,2,1,1,3,NA
235,2017,2,24,9,4,NA,2,5,2,1,4,1,2,2,7,7,1,1,1,2,2,1,5,3,3,5,6,6,8,3,NA,NA,NA,NA,5,5
235,2019,2,26,9,9,0,0,5,2,1,6,1,2,3,7,7,1,2,1,1,2,1,5,3,4,5,5,5,9,7,2,1,1,1,5,NA
235,2020,2,27,9,8,0,0,5,2,1,5,1,1,1,7,7,1,1,1,1,2,1,5,2,5,4,6,5,9,2,2,2,2,2,2,NA
238,2017,1,36,3,99,NA,8,51,3,3,4,4,3,4,5,4,4,4,2,2,2,1,7,5,6,6,7,7,10,0,NA,NA,NA,NA,1,56
238,2018,1,37,2,99,0,5,52,3,3,4,4,4,5,4,4,4,4,2,2,2,1,7,5,6,7,7,7,0,10,2,2,2,2,1,3
238,2020,1,39,3,1,0,10,23,2,3,3,4,2,3,4,4,3,3,2,2,2,1,7,2,4,7,7,7,0,10,2,2,2,1,1,NA
239,2017,1,29,10,8,NA,6,4,2,4,5,5,3,3,4,4,5,5,2,2,1,1,5,4,6,2,3,4,3,7,NA,NA,NA,NA,3,4
239,2018,1,30,10,8,1,6,4,3,4,3,4,4,3,4,4,3,4,2,1,2,2,3,4,5,4,3,3,5,8,2,2,2,2,3,4
239,2019,1,31,9,99,1,6,4,2,6,3,4,7,6,2,2,6,6,2,2,1,1,3,5,2,4,3,6,6,9,2,2,2,2,3,NA
239,2020,1,32,10,8,1,6,2,2,5,1,2,6,6,2,3,6,7,2,1,1,2,5,3,4,3,3,5,7,9,2,2,2,2,3,NA
240,2017,2,29,6,99,NA,5,24,2,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,1,9,NA,NA,NA,NA,1,56
243,2017,2,44,10,7,NA,3,54,2,3,6,2,3,3,4,5,4,3,1,2,2,1,7,4,5,4,6,5,6,9,NA,NA,NA,NA,4,5
243,2018,2,45,10,8,1,3,54,3,2,6,1,3,2,7,6,1,1,1,1,2,1,6,4,4,4,4,6,5,7,2,2,2,2,3,56
250,2017,2,42,10,12,NA,5,53,4,1,5,1,1,1,6,6,4,3,2,2,2,1,4,4,4,2,3,6,6,10,NA,NA,NA,NA,2,2
250,2018,2,43,10,12,0,5,53,4,3,2,1,1,3,3,6,1,1,2,2,2,1,6,1,4,3,5,7,5,10,2,2,2,1,3,2
250,2019,2,44,10,11,0,5,54,4,2,1,1,2,7,1,5,5,6,2,1,2,1,7,4,6,7,7,7,5,10,2,2,2,1,2,NA
250,2020,2,45,10,12,0,5,23,3,5,1,1,6,6,4,3,7,3,1,1,2,1,7,2,7,6,5,7,5,10,2,2,2,1,1,NA
252,2017,1,50,10,99,NA,4,4,2,4,2,2,5,5,3,4,5,4,1,1,2,1,1,2,2,2,1,5,6,7,NA,NA,NA,NA,4,4
252,2018,1,51,10,99,1,4,4,1,3,3,2,5,3,4,4,4,3,1,1,2,1,3,2,4,3,2,6,6,6,2,2,2,2,3,4
252,2019,1,52,10,99,1,4,1,2,3,3,3,5,4,5,5,5,4,1,2,2,1,3,1,3,3,3,4,7,6,2,2,2,2,3,NA
252,2020,1,53,10,8,1,5,55,2,5,4,3,6,5,5,3,4,5,1,1,2,1,6,3,5,3,3,5,7,7,2,2,2,2,3,NA
257,2017,1,42,3,4,NA,5,54,3,4,1,4,4,4,2,4,4,4,2,2,2,2,7,5,3,2,4,2,6,4,NA,NA,NA,NA,3,NA
258,2018,1,28,5,99,0,7,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,0,10,2,2,2,2,1,4
259,2018,1,46,1,6,1,6,2,2,5,3,3,4,2,4,3,3,4,1,2,1,1,2,3,5,6,4,6,1,4,1,1,2,2,2,4
259,2019,1,47,9,6,0,5,23,2,3,3,2,3,3,2,2,2,1,2,2,1,1,5,3,4,2,1,2,1,4,1,2,1,1,2,NA
259,2020,1,48,3,6,0,7,23,2,4,2,3,3,3,4,4,2,4,1,2,2,1,4,5,3,3,5,4,3,5,1,2,2,2,2,NA
260,2017,1,43,3,11,NA,2,7,3,2,6,2,2,2,5,6,3,2,1,1,2,2,7,3,4,4,5,5,6,6,NA,NA,NA,NA,5,7
260,2018,1,43,9,10,1,2,7,2,1,6,2,1,2,7,6,1,1,1,1,2,1,7,1,3,4,7,6,6,3,1,2,1,1,5,7
260,2019,1,45,9,10,1,2,7,3,5,6,5,5,2,4,3,4,6,1,1,2,1,6,3,6,3,6,6,6,6,2,2,1,1,5,NA
